Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
506,1,0,0,0,0,0,0,0,0,
506,2,49,14,16,25,37,46,20,0,
506,3,35806,16612,8562,5766,3658,3025,907,0,
507,0,0,0,0,0,0,0,0,0,
507,1,0,0,0,0,0,0,0,0,
507,2,51,9,9,12,12,12,15,0,
507,3,37587,15331,8007,5629,4212,2488,1500,0,
508,0,0,0,0,0,0,0,0,0,
508,1,0,0,0,0,0,0,0,0,
508,2,75,85,44,62,87,117,5,0,
508,3,39831,14698,7655,5502,4205,3278,1085,0,
509,0,0,0,0,0,0,0,0,0,
509,1,0,0,0,0,0,0,0,0,
509,2,24,50,38,70,136,141,4,0,
509,3,41595,14110,8010,5320,3499,2608,886,0,
510,0,0,0,0,0,0,0,0,0,
510,1,0,0,0,0,0,0,0,0,
510,2,15,54,65,53,72,96,30,0,
510,3,43531,13589,8419,5531,3420,2195,769,0,
511,0,3,5,3,4,5,19,22,0,
511,1,3,5,3,4,5,19,22,0,
511,2,6,10,6,8,10,38,48,0,
511,3,44280,13696,8159,5616,3333,1949,614,0,
512,0,0,0,0,0,0,0,0,0,
512,1,0,0,0,0,0,0,0,0,
512,2,0,0,0,0,0,0,0,0,
512,3,45905,13095,7567,5579,3053,1594,407,0,
513,0,0,0,0,0,0,0,0,0,
513,1,0,0,0,0,0,0,0,0,
513,2,0,0,0,0,0,0,0,0,
513,3,46240,12500,7483,4844,2837,2011,360,0,
514,0,0,0,0,0,0,0,0,0,
514,1,0,0,0,0,0,0,0,0,
514,2,0,0,0,0,0,0,0,0,
514,3,46563,12404,6876,4836,2688,1809,445,0,
515,0,0,0,0,0,0,0,0,0,
515,1,0,0,0,0,0,0,0,0,
515,2,0,0,0,0,0,0,0,0,
515,3,47554,12546,6517,4708,1875,1211,160,0,
516,0,0,0,0,0,0,0,0,0,
516,1,0,0,0,0,0,0,0,0,
516,2,0,0,0,0,0,0,0,0,
516,3,47392,12839,6622,3295,1446,604,109,0,
517,0,0,0,0,0,0,0,0,0,
517,1,0,0,0,0,0,0,0,0,
517,2,0,0,0,0,0,0,0,0,
517,3,47874,12642,5710,2307,659,288,45,0,
518,0,0,0,0,0,0,0,0,0,
518,1,0,0,0,0,0,0,0,0,
518,2,0,0,0,0,0,0,0,0,
518,3,48476,11619,4277,1956,522,106,7,0,
519,0,0,0,0,0,0,0,0,0,
519,1,0,0,0,0,0,0,0,0,
519,2,0,0,0,0,0,0,0,0,
519,3,48562,11808,3491,1574,700,150,31,0,
520,0,0,0,0,0,0,0,0,0,
520,1,0,0,0,0,0,0,0,0,
520,2,0,0,0,0,0,0,0,0,
520,3,49926,9800,3000,1432,1004,404,169,0,
521,0,0,0,0,0,0,0,0,0,
521,1,0,0,0,0,0,0,0,0,
521,2,0,0,0,0,0,0,0,0,
521,3,49996,8280,2568,1454,918,555,506,0,
522,0,19,4,5,5,9,32,26,0,
522,1,19,4,5,5,9,32,26,0,
522,2,394,82,91,100,133,496,569,0,
522,3,51041,8255,2491,1583,1035,1429,1096,0,
523,0,0,0,0,0,0,0,0,0,
523,1,0,0,0,0,0,0,0,0,
523,2,0,0,0,0,0,0,0,0,
523,3,50621,10193,2771,1694,1007,1612,759,0,
524,0,0,0,0,0,0,0,0,0,
524,1,0,0,0,0,0,0,0,0,
524,2,0,0,0,0,0,0,0,0,
524,3,51626,10474,3415,1724,1216,1093,503,0,
525,0,0,0,0,0,0,0,0,0,
525,1,0,0,0,0,0,0,0,0,
525,2,0,0,0,0,0,0,0,0,
525,3,50043,10098,4000,1745,1290,974,561,0,
526,0,0,0,0,0,0,0,0,0,
526,1,0,0,0,0,0,0,0,0,
526,2,0,0,0,0,0,0,0,0,
526,3,48305,10834,4821,1866,1356,1131,801,0,
527,0,0,0,0,0,0,0,0,0,
527,1,0,0,0,0,0,0,0,0,
527,2,0,0,0,0,0,0,0,0,
527,3,47399,11030,5555,2314,1217,1030,538,0,
528,0,0,0,0,0,0,0,0,0,
528,1,0,0,0,0,0,0,0,0,
528,2,0,0,0,0,0,0,0,0,
528,3,47482,10680,5514,2669,1190,1143,306,0,
529,0,0,0,0,0,0,0,0,0,
529,1,0,0,0,0,0,0,0,0,
529,2,0,0,0,0,0,0,0,0,
529,3,45944,10102,6417,2930,1008,835,516,0,
530,0,17,4,4,5,6,8,27,0,
530,1,17,4,4,5,6,8,27,0,
530,2,29,24,19,21,32,40,46,0,
530,3,44909,9803,6402,3096,851,498,293,0,
531,0,0,0,0,0,0,0,0,0,
531,1,0,0,0,0,0,0,0,0,
531,2,0,0,0,0,0,0,0,0,
531,3,43255,9460,6400,3309,770,512,181,0,
532,0,0,0,0,0,0,0,0,0,
532,1,0,0,0,0,0,0,0,0,
532,2,0,0,0,0,0,0,0,0,
532,3,41594,8264,6446,3346,727,274,65,0,
533,0,0,0,0,0,0,0,0,0,
533,1,0,0,0,0,0,0,0,0,
533,2,0,0,0,0,0,0,0,0,
533,3,38713,7178,5562,3201,815,195,55,0,
534,0,0,0,0,0,0,0,0,0,
534,1,0,0,0,0,0,0,0,0,
534,2,0,0,0,0,0,0,0,0,
534,3,36759,6928,5543,2941,622,254,139,0,
535,0,0,0,0,0,0,0,0,0,
535,1,0,0,0,0,0,0,0,0,
535,2,0,0,0,0,0,0,0,0,
535,3,36147,7039,5267,2830,692,349,129,0,
536,0,0,0,0,0,0,0,0,0,
536,1,0,0,0,0,0,0,0,0,
536,2,0,0,0,0,0,0,0,0,
536,3,35425,6890,5375,2737,1009,267,35,0,
537,0,34,10,4,8,0,0,0,0,
537,1,34,10,4,8,0,0,0,0,
537,2,66,24,12,15,0,0,0,0,
537,3,34672,6932,5361,2663,1024,299,11,0,
538,0,33,15,4,11,0,0,0,0,
538,1,66,29,8,19,0,0,0,0,
538,2,104,37,16,35,3,0,0,0,
538,3,33764,7042,5507,2647,1144,379,17,0,
539,0,28,18,8,8,0,0,0,0,
539,1,28,18,8,8,0,0,0,0,
539,2,56,30,24,16,0,0,0,0,
539,3,33367,6811,5661,2634,1431,363,34,0,
540,0,0,0,0,0,0,0,0,0,
540,1,0,0,0,0,0,0,0,0,
540,2,0,0,0,0,0,0,0,0,
540,3,32354,6940,5575,3035,1749,337,105,0,
541,0,0,0,0,0,0,0,0,0,
541,1,0,0,0,0,0,0,0,0,
541,2,72,12,12,15,24,99,66,0,
541,3,30984,7081,5514,3391,1968,833,160,0,
542,0,0,0,0,0,0,0,0,0,
542,1,0,0,0,0,0,0,0,0,
542,2,0,0,0,0,0,0,0,0,
542,3,30477,6370,5603,4059,2815,988,477,0,
543,0,0,0,0,0,0,0,0,0,
543,1,0,0,0,0,0,0,0,0,
543,2,41,21,22,31,0,0,0,0,
543,3,29915,6521,5478,3867,3221,1748,532,0,
544,0,18,4,5,7,7,14,30,0,
544,1,18,4,5,7,7,14,30,0,
544,2,18,4,5,7,7,14,30,0,
544,3,29295,6655,5439,3873,2975,863,361,0,
545,0,0,0,0,0,0,0,0,0,
545,1,0,0,0,0,0,0,0,0,
545,2,48,12,13,18,23,86,79,0,
545,3,28560,6393,5479,3578,2415,982,292,0,
546,0,0,0,0,0,0,0,0,0,
546,1,0,0,0,0,0,0,0,0,
546,2,0,0,0,0,0,0,0,0,
546,3,28456,6096,5963,3539,2054,735,299,0,
547,0,0,0,0,0,0,0,0,0,
547,1,0,0,0,0,0,0,0,0,
547,2,0,0,0,0,0,0,0,0,
547,3,28019,6023,5807,3365,1987,886,392,0,
548,0,0,0,0,0,0,0,0,0,
548,1,0,0,0,0,0,0,0,0,
548,2,0,0,0,0,0,0,0,0,
548,3,26931,6306,5760,3354,2022,747,263,0,
549,0,0,0,0,0,0,0,0,0,
549,1,0,0,0,0,0,0,0,0,
549,2,0,0,0,0,0,0,0,0,
549,3,26238,5910,5957,3125,1647,516,157,0,
550,0,0,0,0,0,0,0,0,0,
550,1,0,0,0,0,0,0,0,0,
550,2,0,0,0,0,0,0,0,0,
550,3,25698,6091,5946,2996,1597,467,161,0,
551,0,0,0,0,0,0,0,0,0,
551,1,0,0,0,0,0,0,0,0,
551,2,0,0,0,0,0,0,0,0,
551,3,25002,6009,5992,2936,1820,393,266,0,
552,0,0,0,0,0,0,0,0,0,
552,1,0,0,0,0,0,0,0,0,
552,2,0,0,0,0,0,0,0,0,
552,3,24487,5831,5817,2811,2007,545,203,0,
553,0,0,0,0,0,0,0,0,0,
553,1,0,0,0,0,0,0,0,0,
553,2,0,0,0,0,0,0,0,0,
553,3,23809,5690,5783,2452,1928,352,79,0,
554,0,0,0,0,0,0,0,0,0,
554,1,0,0,0,0,0,0,0,0,
554,2,0,0,0,0,0,0,0,0,
554,3,23743,5717,5620,2250,1839,276,40,0,
555,0,0,0,0,0,0,0,0,0,
555,1,0,0,0,0,0,0,0,0,
555,2,0,0,0,0,0,0,0,0,
555,3,23376,6379,5407,2229,1659,422,46,0,
556,0,0,0,0,0,0,0,0,0,
556,1,0,0,0,0,0,0,0,0,
556,2,0,0,0,0,0,0,0,0,
556,3,22678,6244,4965,2276,1518,364,64,0,
557,0,0,0,0,0,0,0,0,0,
557,1,0,0,0,0,0,0,0,0,
557,2,0,0,0,0,0,0,0,0,
557,3,22209,6201,4558,2093,1388,217,50,0,
558,0,0,0,0,0,0,0,0,0,
558,1,0,0,0,0,0,0,0,0,
558,2,0,0,0,0,0,0,0,0,
558,3,22126,6215,4176,1772,1789,416,95,0,
559,0,0,0,0,0,0,0,0,0,
559,1,0,0,0,0,0,0,0,0,
559,2,0,0,0,0,0,0,0,0,
559,3,22486,6079,3997,1515,1245,531,61,0,
560,0,0,0,0,0,0,0,0,0,
560,1,0,0,0,0,0,0,0,0,
560,2,0,0,0,0,0,0,0,0,
560,3,21893,5938,3644,1811,774,408,114,0,
561,0,0,0,0,0,0,0,0,0,
561,1,0,0,0,0,0,0,0,0,
561,2,0,0,0,0,0,0,0,0,
561,3,21509,5634,3670,1669,753,251,47,0,
562,0,0,0,0,0,0,0,0,0,
562,1,0,0,0,0,0,0,0,0,
562,2,0,0,0,0,0,0,0,0,
562,3,21043,5217,3392,1575,791,294,37,0,
563,0,0,0,0,0,0,0,0,0,
563,1,0,0,0,0,0,0,0,0,
563,2,0,0,0,0,0,0,0,0,
563,3,21012,4903,3433,1564,1079,290,56,0,
564,0,0,0,0,0,0,0,0,0,
564,1,0,0,0,0,0,0,0,0,
564,2,0,0,0,0,0,0,0,0,
564,3,20543,4847,2884,1258,593,303,81,0,
565,0,0,0,0,0,0,0,0,0,
565,1,0,0,0,0,0,0,0,0,
565,2,0,0,0,0,0,0,0,0,
565,3,20122,4818,2697,1237,431,290,38,0,
566,0,0,0,0,0,0,0,0,0,
566,1,0,0,0,0,0,0,0,0,
566,2,0,0,0,0,0,0,0,0,
566,3,20412,4480,2630,1136,296,181,27,0,
567,0,0,0,0,0,0,0,0,0,
567,1,0,0,0,0,0,0,0,0,
567,2,0,0,0,0,0,0,0,0,
567,3,20592,4391,2490,1044,223,87,31,0,
568,0,0,0,0,0,0,0,0,0,
568,1,0,0,0,0,0,0,0,0,
568,2,0,0,0,0,0,0,0,0,
568,3,20385,4159,2350,981,389,53,52,0,
569,0,0,0,0,0,0,0,0,0,
569,1,0,0,0,0,0,0,0,0,
569,2,0,0,0,0,0,0,0,0,
569,3,19755,3919,2121,803,476,42,57,0,
570,0,0,0,0,0,0,0,0,0,
570,1,0,0,0,0,0,0,0,0,
570,2,0,0,0,0,0,0,0,0,
570,3,19997,3543,2086,689,440,33,31,0,
571,0,0,0,0,0,0,0,0,0,
571,1,0,0,0,0,0,0,0,0,
571,2,0,0,0,0,0,0,0,0,
571,3,20595,3950,1878,678,332,12,7,0,
572,0,0,0,0,0,0,0,0,0,
572,1,0,0,0,0,0,0,0,0,
572,2,0,0,0,0,0,0,0,0,
572,3,20604,3717,1712,644,341,14,36,0,
573,0,0,0,0,0,0,0,0,0,
573,1,0,0,0,0,0,0,0,0,
573,2,0,0,0,0,0,0,0,0,
573,3,20418,3650,1667,664,189,93,42,0,
574,0,0,0,0,0,0,0,0,0,
574,1,0,0,0,0,0,0,0,0,
574,2,0,0,0,0,0,0,0,0,
574,3,20879,3509,1830,776,345,17,33,0,
575,0,0,0,0,0,0,0,0,0,
575,1,0,0,0,0,0,0,0,0,
575,2,0,0,0,0,0,0,0,0,
575,3,20932,3526,1827,928,155,14,11,0,
576,0,0,0,0,0,0,0,0,0,
576,1,0,0,0,0,0,0,0,0,
576,2,0,0,0,0,0,0,0,0,
576,3,20612,3797,1973,1070,210,73,60,0,
577,0,0,0,0,0,0,0,0,0,
577,1,0,0,0,0,0,0,0,0,
577,2,0,0,0,0,0,0,0,0,
577,3,20100,3614,2159,1027,272,24,2,0,
578,0,0,0,0,0,0,0,0,0,
578,1,0,0,0,0,0,0,0,0,
578,2,0,0,0,0,0,0,0,0,
578,3,20349,3475,2437,1125,407,36,9,0,
579,0,0,0,0,0,0,0,0,0,
579,1,0,0,0,0,0,0,0,0,
579,2,0,0,0,0,0,0,0,0,
579,3,20590,3498,2635,1302,612,71,2,0,
580,0,0,0,0,0,0,0,0,0,
580,1,0,0,0,0,0,0,0,0,
580,2,0,0,0,0,0,0,0,0,
580,3,20347,3222,2835,1302,307,15,34,0,
581,0,0,0,0,0,0,0,0,0,
581,1,0,0,0,0,0,0,0,0,
581,2,0,0,0,0,0,0,0,0,
581,3,19419,3205,2751,1251,460,75,22,0,
582,0,0,0,0,0,0,0,0,0,
582,1,0,0,0,0,0,0,0,0,
582,2,0,0,0,0,0,0,0,0,
582,3,19598,3328,2660,1227,399,49,12,0,
583,0,0,0,0,0,0,0,0,0,
583,1,0,0,0,0,0,0,0,0,
583,2,0,0,0,0,0,0,0,0,
583,3,20297,3063,2511,1325,197,0,0,0,
584,0,0,0,0,0,0,0,0,0,
584,1,0,0,0,0,0,0,0,0,
584,2,0,0,0,0,0,0,0,0,
584,3,20441,2940,2089,1069,228,7,0,0,
585,0,0,0,0,0,0,0,0,0,
585,1,0,0,0,0,0,0,0,0,
585,2,0,0,0,0,0,0,0,0,
585,3,20879,2636,1971,767,394,37,0,0,
586,0,0,0,0,0,0,0,0,0,
586,1,0,0,0,0,0,0,0,0,
586,2,0,0,0,0,0,0,0,0,
586,3,20468,2651,1513,618,281,11,1,0,
587,0,0,0,0,0,0,0,0,0,
587,1,0,0,0,0,0,0,0,0,
587,2,0,0,0,0,0,0,0,0,
587,3,21357,2239,1154,661,422,0,1,0,
588,0,0,0,0,0,0,0,0,0,
588,1,0,0,0,0,0,0,0,0,
588,2,0,0,0,0,0,0,0,0,
588,3,21322,2010,1041,459,195,0,0,0,
589,0,0,0,0,0,0,0,0,0,
589,1,0,0,0,0,0,0,0,0,
589,2,0,0,0,0,0,0,0,0,
589,3,20873,2065,638,320,170,0,0,0,
590,0,0,0,0,0,0,0,0,0,
590,1,0,0,0,0,0,0,0,0,
590,2,0,0,0,0,0,0,0,0,
590,3,20539,2178,402,390,175,0,0,0,
591,0,0,0,0,0,0,0,0,0,
591,1,0,0,0,0,0,0,0,0,
591,2,0,0,0,0,0,0,0,0,
591,3,20069,2118,285,294,182,2,0,0,
592,0,0,0,0,0,0,0,0,0,
592,1,0,0,0,0,0,0,0,0,
592,2,63,75,23,53,20,0,0,0,
592,3,19635,2072,352,455,143,22,13,0,
593,0,0,0,0,0,0,0,0,0,
593,1,0,0,0,0,0,0,0,0,
593,2,0,0,0,0,0,0,0,0,
593,3,19399,1955,297,211,117,13,6,0,
594,0,0,0,0,0,0,0,0,0,
594,1,0,0,0,0,0,0,0,0,
594,2,0,0,0,0,0,0,0,0,
594,3,19217,2278,603,344,91,0,0,0,
595,0,0,0,0,0,0,0,0,0,
595,1,0,0,0,0,0,0,0,0,
595,2,0,0,0,0,0,0,0,0,
595,3,18726,2058,733,871,294,0,0,0,
596,0,0,0,0,0,0,0,0,0,
596,1,0,0,0,0,0,0,0,0,
596,2,0,0,0,0,0,0,0,0,
596,3,19085,1252,1068,935,422,0,0,0,
597,0,0,0,0,0,0,0,0,0,
597,1,0,0,0,0,0,0,0,0,
597,2,0,0,0,0,0,0,0,0,
597,3,18930,1510,1016,1142,421,0,0,0,
598,0,0,0,0,0,0,0,0,0,
598,1,0,0,0,0,0,0,0,0,
598,2,0,0,0,0,0,0,0,0,
598,3,19403,1385,1272,1435,544,0,0,0,
599,0,0,0,0,0,0,0,0,0,
599,1,0,0,0,0,0,0,0,0,
599,2,0,0,0,0,0,0,0,0,
599,3,19839,1561,1255,864,382,0,0,0,
600,0,0,0,0,0,0,0,0,0,
600,1,0,0,0,0,0,0,0,0,
600,2,0,0,0,0,0,0,0,0,
600,3,19291,1734,1297,674,300,1,0,0,
601,0,0,0,0,0,0,0,0,0,
601,1,0,0,0,0,0,0,0,0,
601,2,0,0,0,0,0,0,0,0,
601,3,18579,1775,1187,599,351,22,0,0,
602,0,0,0,0,0,0,0,0,0,
602,1,0,0,0,0,0,0,0,0,
602,2,0,0,0,0,0,0,0,0,
602,3,19451,1656,948,539,276,25,0,0,
603,0,0,0,0,0,0,0,0,0,
603,1,0,0,0,0,0,0,0,0,
603,2,0,0,0,0,0,0,0,0,
603,3,20221,1482,963,498,319,20,0,0,
604,0,0,0,0,0,0,0,0,0,
604,1,0,0,0,0,0,0,0,0,
604,2,0,0,0,0,0,0,0,0,
604,3,20790,1607,1065,516,274,46,0,0,
605,0,0,0,0,0,0,0,0,0,
605,1,0,0,0,0,0,0,0,0,
605,2,0,0,0,0,0,0,0,0,
605,3,21993,1545,1134,542,315,91,8,0,
606,0,0,0,0,0,0,0,0,0,
606,1,0,0,0,0,0,0,0,0,
606,2,0,0,0,0,0,0,0,0,
606,3,21350,2098,1225,646,273,76,5,0,
607,0,0,0,0,0,0,0,0,0,
607,1,0,0,0,0,0,0,0,0,
607,2,0,0,0,0,0,0,0,0,
607,3,21255,2394,1441,653,259,62,9,0,
608,0,0,0,0,0,0,0,0,0,
608,1,0,0,0,0,0,0,0,0,
608,2,0,0,0,0,0,0,0,0,
608,3,20320,2877,1811,506,201,145,34,0,
609,0,0,0,0,0,0,0,0,0,
609,1,0,0,0,0,0,0,0,0,
609,2,0,0,0,0,0,0,0,0,
609,3,19924,3224,1830,829,237,122,28,0,
610,0,0,0,0,0,0,0,0,0,
610,1,0,0,0,0,0,0,0,0,
610,2,0,0,0,0,0,0,0,0,
610,3,19332,3177,1719,960,381,211,94,0,
611,0,0,0,0,0,0,0,0,0,
611,1,0,0,0,0,0,0,0,0,
611,2,0,0,0,0,0,0,0,0,
611,3,19143,3353,1835,1017,328,203,82,0,
612,0,0,0,0,0,0,0,0,0,
612,1,0,0,0,0,0,0,0,0,
612,2,0,0,0,0,0,0,0,0,
612,3,18437,3008,1720,964,358,180,83,0,
613,0,0,0,0,0,0,0,0,0,
613,1,0,0,0,0,0,0,0,0,
613,2,0,0,0,0,0,0,0,0,
613,3,18758,3075,1859,1175,522,157,48,0,
614,0,0,0,0,0,0,0,0,0,
614,1,0,0,0,0,0,0,0,0,
614,2,0,0,0,0,0,0,0,0,
614,3,18798,3180,1858,1244,653,141,31,0,
615,0,0,0,0,0,0,0,0,0,
615,1,0,0,0,0,0,0,0,0,
615,2,0,0,0,0,0,0,0,0,
615,3,18345,3226,1839,1253,710,211,50,0,
616,0,0,0,0,0,0,0,0,0,
616,1,0,0,0,0,0,0,0,0,
616,2,0,0,0,0,0,0,0,0,
616,3,18055,3152,1984,1216,815,264,50,0,
617,0,0,0,0,0,0,0,0,0,
617,1,0,0,0,0,0,0,0,0,
617,2,0,0,0,0,0,0,0,0,
617,3,17072,2897,1992,1222,868,478,106,0,
618,0,0,0,0,0,0,0,0,0,
618,1,0,0,0,0,0,0,0,0,
618,2,0,0,0,0,0,0,0,0,
618,3,17534,2803,1973,1089,883,646,174,0,
619,0,0,0,0,0,0,0,0,0,
619,1,0,0,0,0,0,0,0,0,
619,2,0,0,0,0,0,0,0,0,
619,3,17096,2593,1684,1108,1012,632,270,0,
620,0,0,0,0,0,0,0,0,0,
620,1,0,0,0,0,0,0,0,0,
620,2,0,0,0,0,0,0,0,0,
620,3,17134,2380,1433,1144,1092,732,347,0,
621,0,0,0,0,0,0,0,0,0,
621,1,0,0,0,0,0,0,0,0,
621,2,0,0,0,0,0,0,0,0,
621,3,16970,2040,1238,1124,1092,727,325,0,
622,0,0,0,0,0,0,0,0,0,
622,1,0,0,0,0,0,0,0,0,
622,2,0,0,0,0,0,0,0,0,
622,3,17004,1644,1085,1076,994,678,361,0,
623,0,0,0,0,0,0,0,0,0,
623,1,0,0,0,0,0,0,0,0,
623,2,0,0,0,0,0,0,0,0,
623,3,17346,1414,1065,986,940,739,401,0,
624,0,0,0,0,0,0,0,0,0,
624,1,0,0,0,0,0,0,0,0,
624,2,0,0,0,0,0,0,0,0,
624,3,16989,1311,1097,991,987,849,440,0,
625,0,0,0,0,0,0,0,0,0,
625,1,0,0,0,0,0,0,0,0,
625,2,91,31,29,26,24,29,27,0,
625,3,16405,1135,1008,945,915,802,489,0,
626,0,0,0,0,0,0,0,0,0,
626,1,0,0,0,0,0,0,0,0,
626,2,89,27,25,24,24,33,23,0,
626,3,16216,1074,987,896,888,769,462,0,
627,0,0,0,0,0,0,0,0,0,
627,1,0,0,0,0,0,0,0,0,
627,2,0,0,0,0,0,0,0,0,
627,3,16458,1156,956,901,883,756,495,0,
628,0,0,0,0,0,0,0,0,0,
628,1,0,0,0,0,0,0,0,0,
628,2,0,0,0,0,0,0,0,0,
628,3,16396,1100,909,841,852,728,490,0,
629,0,0,0,0,0,0,0,0,0,
629,1,0,0,0,0,0,0,0,0,
629,2,0,0,0,0,0,0,0,0,
629,3,16055,1074,915,841,858,710,528,0,
630,0,0,0,0,0,0,0,0,0,
630,1,0,0,0,0,0,0,0,0,
630,2,0,0,0,0,0,0,0,0,
630,3,16078,1069,888,835,870,692,507,0,
631,0,0,0,0,0,0,0,0,0,
631,1,0,0,0,0,0,0,0,0,
631,2,0,0,0,0,0,0,0,0,
631,3,15933,993,783,757,740,644,463,0,
632,0,0,0,0,0,0,0,0,0,
632,1,0,0,0,0,0,0,0,0,
632,2,194,39,33,34,36,41,16,0,
632,3,15264,1034,779,766,732,624,419,0,
633,0,43,14,10,11,9,10,3,0,
633,1,43,14,10,11,9,10,3,0,
633,2,244,62,56,55,52,63,37,0,
633,3,14617,1174,680,643,611,561,389,0,
634,0,0,0,0,0,0,0,0,0,
634,1,0,0,0,0,0,0,0,0,
634,2,244,44,43,42,39,40,32,0,
634,3,14837,944,648,566,633,525,376,0,
635,0,18,5,5,6,6,5,4,0,
635,1,18,5,5,6,6,5,4,0,
635,2,38,11,10,12,11,11,8,0,
635,3,14226,1005,603,499,533,453,351,0,
636,0,0,0,0,0,0,0,0,0,
636,1,0,0,0,0,0,0,0,0,
636,2,61,17,18,18,14,16,14,0,
636,3,13881,980,632,501,559,448,327,0,
637,0,0,0,0,0,0,0,0,0,
637,1,0,0,0,0,0,0,0,0,
637,2,144,12,10,10,9,10,9,0,
637,3,12905,1225,610,442,515,441,291,0,
638,0,0,0,0,0,0,0,0,0,
638,1,0,0,0,0,0,0,0,0,
638,2,148,32,31,30,47,52,12,0,
638,3,13005,1125,596,444,463,407,320,0,
639,0,0,0,0,0,0,0,0,0,
639,1,0,0,0,0,0,0,0,0,
639,2,325,105,81,86,69,66,59,0,
639,3,12889,1229,611,451,441,392,283,0,
640,0,44,11,7,7,7,7,6,0,
640,1,76,23,16,17,16,15,12,0,
640,2,196,59,35,24,30,29,18,0,
640,3,12371,1402,687,477,477,361,261,0,
641,0,15,6,6,5,5,4,5,0,
641,1,15,6,6,5,5,4,5,0,
641,2,164,34,28,26,40,35,19,0,
641,3,12309,1436,684,406,415,369,225,0,
642,0,0,0,0,0,0,0,0,0,
642,1,0,0,0,0,0,0,0,0,
642,2,224,95,71,75,74,57,42,0,
642,3,12456,1321,673,400,408,370,227,0,
643,0,26,11,8,10,8,6,5,0,
643,1,26,11,8,10,8,6,5,0,
643,2,445,197,132,111,136,132,67,0,
643,3,12695,1152,742,412,442,387,220,0,
644,0,24,11,7,10,8,6,4,0,
644,1,24,11,7,10,8,6,4,0,
644,2,237,110,83,87,79,67,55,0,
644,3,12703,1114,750,394,430,320,252,0,
645,0,17,8,6,8,10,9,5,0,
645,1,35,17,13,16,22,16,10,0,
645,2,149,88,69,70,75,61,47,0,
645,3,12457,1058,730,470,431,330,268,0,
646,0,14,9,7,8,10,9,4,0,
646,1,27,18,14,15,21,19,9,0,
646,2,162,84,72,76,96,80,42,0,
646,3,12957,1092,824,518,400,370,226,0,
647,0,12,8,7,8,10,10,4,0,
647,1,12,8,7,8,10,10,4,0,
647,2,171,104,87,90,105,96,50,0,
647,3,12529,1240,798,478,397,306,235,0,
648,0,10,11,6,7,8,8,4,0,
648,1,47,34,25,28,37,33,18,0,
648,2,115,86,63,64,72,64,39,0,
648,3,12787,1140,849,618,496,261,199,0,
649,0,8,13,6,6,7,7,4,0,
649,1,28,28,20,20,24,24,13,0,
649,2,118,88,72,69,76,73,43,0,
649,3,12124,1354,989,706,452,232,217,0,
650,0,8,8,7,7,7,8,5,0,
650,1,21,30,19,20,21,23,15,0,
650,2,113,77,48,45,44,43,33,0,
650,3,12554,1472,961,744,423,408,199,0,
651,0,6,12,6,6,5,6,4,0,
651,1,13,20,13,12,12,14,9,0,
651,2,60,89,59,57,55,59,41,0,
651,3,13000,1459,892,708,340,396,146,0,
652,0,5,12,6,5,5,5,4,0,
652,1,17,28,18,19,17,19,14,0,
652,2,31,48,32,32,28,29,22,0,
652,3,12711,1405,780,610,334,361,122,0,
653,0,6,8,6,5,6,5,4,0,
653,1,6,8,6,5,6,5,4,0,
653,2,32,40,30,28,27,26,21,0,
653,3,12536,1245,732,552,310,399,123,0,
654,0,0,0,0,0,0,0,0,0,
654,1,0,0,0,0,0,0,0,0,
654,2,0,0,0,0,0,0,0,0,
654,3,12718,1255,817,614,347,365,94,0,
655,0,0,0,0,0,0,0,0,0,
655,1,0,0,0,0,0,0,0,0,
655,2,0,0,0,0,0,0,0,0,
655,3,12602,1419,852,481,231,333,143,0,
656,0,0,0,0,0,0,0,0,0,
656,1,0,0,0,0,0,0,0,0,
656,2,0,0,0,0,0,0,0,0,
656,3,13017,1262,804,412,248,311,150,0,
657,0,0,0,0,0,0,0,0,0,
657,1,0,0,0,0,0,0,0,0,
657,2,0,0,0,0,0,0,0,0,
657,3,12597,1273,836,517,305,347,91,0,
658,0,0,0,0,0,0,0,0,0,
658,1,0,0,0,0,0,0,0,0,
658,2,97,70,70,86,69,158,14,0,
658,3,12781,1350,984,456,282,327,139,0,
659,0,0,0,0,0,0,0,0,0,
659,1,0,0,0,0,0,0,0,0,
659,2,0,0,0,0,0,0,0,0,
659,3,13016,1424,1122,519,411,346,191,0,
660,0,0,0,0,0,0,0,0,0,
660,1,0,0,0,0,0,0,0,0,
660,2,0,0,0,0,0,0,0,0,
660,3,12944,1803,1085,645,319,420,183,0,
661,0,0,0,0,0,0,0,0,0,
661,1,0,0,0,0,0,0,0,0,
661,2,0,0,0,0,0,0,0,0,
661,3,12870,2014,1238,669,436,432,235,0,
662,0,0,0,0,0,0,0,0,0,
662,1,0,0,0,0,0,0,0,0,
662,2,36,33,27,41,27,29,19,0,
662,3,12775,2209,1317,700,528,471,254,0,
663,0,0,0,0,0,0,0,0,0,
663,1,0,0,0,0,0,0,0,0,
663,2,72,56,46,27,39,21,20,0,
663,3,13082,2469,1356,696,492,454,221,0,
664,0,0,0,0,0,0,0,0,0,
664,1,0,0,0,0,0,0,0,0,
664,2,33,27,28,45,59,51,21,0,
664,3,13122,2481,1284,705,378,399,301,0,
665,0,0,0,0,0,0,0,0,0,
665,1,0,0,0,0,0,0,0,0,
